Ahuyama,Arveja verde en vaina,Cebolla cabezona blanca,Cebolla junca,Chocolo mazorca,Fríjol verde*,Habichuela,Lechuga batavia,Pepino cohombro,Pimentón,Remolacha,Zanahoria,Aguacate *,Banano*,Granadilla,Guayaba*,Limón común,Limón Tahití,Lulo,Mandarina*,Mango tommy,Manzana royal gala,Maracuyá,Mora de Castilla,Naranja*,Papaya maradol,Piña *,Tomate de árbol,Arracacha*,Plátano hartón verde
552.0,2400.0,1140.0,883.0,1975.0,1975.0,1930.0,1450.0,940.0,1750.0,750.0,854.0,5900.0,1638.0,3956.0,1068.0,2133.0,1818.0,2326.0,1333.0,5965.0,5965.0,2200.0,1925.0,720.0,1356.0,1356.0,1761.0,1313.0,1425.0
542.0,2300.0,1200.0,892.0,1850.0,1850.0,2050.0,1400.0,840.0,1786.0,750.0,938.0,5867.0,1675.0,3889.0,1068.0,2187.0,1864.0,2435.0,1227.0,6140.0,6140.0,2275.0,1750.0,720.0,1356.0,1356.0,1696.0,1229.0,1400.0
555.0,2875.0,750.0,967.0,1975.0,1975.0,2170.0,1500.0,910.0,1857.0,715.0,875.0,5867.0,1650.0,3778.0,1111.0,2220.0,1477.0,2348.0,1152.0,5965.0,5965.0,2100.0,1800.0,720.0,1300.0,1300.0,1696.0,1292.0,1400.0
573.0,2825.0,685.0,942.0,2125.0,2125.0,2540.0,1450.0,940.0,1839.0,550.0,833.0,5900.0,1675.0,3556.0,1111.0,2213.0,1409.0,2359.0,1106.0,5877.0,5877.0,1800.0,1725.0,687.0,1217.0,1217.0,1783.0,1292.0,1400.0
573.0,2925.0,740.0,1017.0,2025.0,2025.0,2660.0,1525.0,940.0,1821.0,590.0,1042.0,5867.0,1713.0,3289.0,1084.0,2213.0,1364.0,2565.0,939.0,6140.0,6140.0,1800.0,1700.0,713.0,1189.0,1189.0,1891.0,1375.0,1288.0
552.0,2900.0,780.0,1033.0,1950.0,1950.0,2500.0,1550.0,800.0,1929.0,620.0,1000.0,5700.0,1650.0,3067.0,1084.0,2187.0,1364.0,2609.0,879.0,5877.0,5877.0,1800.0,1800.0,720.0,1144.0,1144.0,1957.0,1458.0,1263.0
573.0,2933.0,847.0,1075.0,2025.0,2025.0,2867.0,1625.0,780.0,1839.0,765.0,1028.0,5867.0,1650.0,3067.0,1099.0,2267.0,1333.0,2511.0,848.0,6140.0,6140.0,1950.0,1833.0,687.0,1144.0,1144.0,1761.0,1333.0,1250.0
583.0,3900.0,925.0,1725.0,2125.0,2125.0,3600.0,1550.0,670.0,1500.0,1035.0,1042.0,5867.0,1667.0,3067.0,1085.0,2373.0,1705.0,2587.0,773.0,5965.0,5965.0,1775.0,1850.0,713.0,1133.0,1133.0,1717.0,1375.0,1250.0
583.0,3700.0,905.0,1592.0,2075.0,2075.0,3550.0,1550.0,630.0,1411.0,965.0,958.0,5900.0,1688.0,2933.0,1097.0,2427.0,1557.0,2630.0,788.0,5965.0,5965.0,1750.0,1725.0,687.0,1133.0,1133.0,1641.0,1354.0,1250.0
547.0,3800.0,860.0,1525.0,1975.0,1975.0,2300.0,2000.0,630.0,1375.0,775.0,883.0,5867.0,1675.0,2933.0,1074.0,2373.0,1443.0,2652.0,803.0,5965.0,5965.0,1775.0,1800.0,713.0,1133.0,1133.0,1587.0,1325.0,1200.0
573.0,3500.0,870.0,1483.0,1825.0,1825.0,2300.0,1850.0,660.0,1500.0,730.0,917.0,5867.0,1633.0,3067.0,1083.0,2213.0,1341.0,2478.0,864.0,5965.0,5965.0,1750.0,1875.0,740.0,1178.0,1178.0,1554.0,1292.0,1200.0
583.0,3325.0,845.0,1408.0,1350.0,1350.0,2250.0,1800.0,700.0,1464.0,610.0,875.0,5900.0,1633.0,3067.0,1076.0,2053.0,1261.0,2457.0,833.0,6140.0,6140.0,1750.0,1900.0,720.0,1144.0,1144.0,1543.0,1208.0,1200.0
573.0,3650.0,1340.0,1533.0,2100.0,2100.0,2100.0,1875.0,760.0,1500.0,950.0,1563.0,5900.0,1633.0,2933.0,1068.0,1947.0,1205.0,2424.0,803.0,6140.0,6140.0,1750.0,1900.0,720.0,1100.0,1100.0,1533.0,1292.0,1200.0
583.0,3900.0,1260.0,2250.0,2075.0,2075.0,1950.0,1900.0,840.0,1500.0,1000.0,1438.0,5900.0,1633.0,2933.0,1083.0,1947.0,1136.0,2457.0,788.0,5965.0,5965.0,1725.0,1933.0,740.0,1044.0,1044.0,1500.0,1354.0,1150.0
583.0,3700.0,1350.0,1858.0,2100.0,2100.0,1880.0,1933.0,1060.0,1500.0,1150.0,1125.0,5933.0,1667.0,2933.0,1145.0,1973.0,1932.0,2380.0,848.0,6140.0,6140.0,1850.0,1875.0,740.0,1117.0,1117.0,1489.0,1458.0,1188.0
604.0,3375.0,1300.0,1550.0,2367.0,2367.0,2020.0,1933.0,1160.0,1393.0,1140.0,1208.0,5933.0,1700.0,2711.0,1306.0,2027.0,2216.0,2435.0,879.0,5965.0,5965.0,1725.0,1725.0,787.0,1178.0,1178.0,1500.0,1375.0,1188.0
573.0,3275.0,1350.0,1592.0,2350.0,2350.0,3400.0,1875.0,1321.0,1321.0,1200.0,1146.0,5900.0,1700.0,5167.0,1337.0,2053.0,2102.0,2935.0,879.0,6228.0,6228.0,1875.0,1625.0,847.0,1144.0,1144.0,1609.0,1375.0,1225.0
583.0,3175.0,1350.0,1333.0,2367.0,2367.0,3550.0,1775.0,910.0,1232.0,1167.0,1104.0,5600.0,1633.0,5444.0,1305.0,2053.0,2273.0,3043.0,879.0,6228.0,6228.0,1925.0,1575.0,920.0,1144.0,1144.0,1710.0,1375.0,1225.0
552.0,3275.0,1325.0,1450.0,2375.0,2375.0,4150.0,1650.0,1321.0,1321.0,1067.0,1071.0,5500.0,1675.0,5222.0,1269.0,2053.0,1739.0,2707.0,886.0,6667.0,6667.0,2000.0,1550.0,920.0,1133.0,1133.0,1739.0,1363.0,1150.0
583.0,3200.0,1300.0,1550.0,2367.0,2367.0,3900.0,1600.0,1060.0,1250.0,1175.0,1117.0,5433.0,1663.0,5500.0,1246.0,2027.0,1705.0,2652.0,879.0,6667.0,6667.0,2000.0,1500.0,940.0,1144.0,1144.0,1696.0,1354.0,1150.0
604.0,3050.0,1187.0,1592.0,2325.0,2325.0,3850.0,1467.0,1370.0,1179.0,1070.0,958.0,5300.0,1650.0,4167.0,1409.0,2107.0,1818.0,2587.0,879.0,6930.0,6930.0,2000.0,1500.0,940.0,1144.0,1144.0,1837.0,1350.0,1125.0
552.0,3100.0,1133.0,1525.0,2350.0,2350.0,4250.0,1450.0,1560.0,1429.0,1000.0,1000.0,5300.0,1675.0,4167.0,1370.0,2027.0,1761.0,2609.0,848.0,7281.0,7281.0,2000.0,1575.0,920.0,1144.0,1144.0,1891.0,1333.0,1138.0
583.0,2950.0,1085.0,1450.0,2367.0,2367.0,4100.0,1533.0,1580.0,1464.0,1085.0,917.0,5400.0,1688.0,3889.0,1270.0,1973.0,1705.0,2826.0,898.0,7544.0,7544.0,2000.0,2100.0,940.0,1233.0,1233.0,1924.0,1375.0,1100.0
604.0,2750.0,1130.0,1483.0,2367.0,2367.0,4150.0,1533.0,1600.0,1500.0,1550.0,892.0,5000.0,1633.0,3733.0,1239.0,1973.0,1818.0,2967.0,886.0,7456.0,7456.0,2000.0,2225.0,920.0,1289.0,1289.0,1891.0,1375.0,1088.0
604.0,3300.0,1070.0,1450.0,2433.0,2433.0,3150.0,1400.0,2000.0,1375.0,1425.0,913.0,4867.0,1675.0,3733.0,1262.0,2027.0,1955.0,2859.0,894.0,7544.0,7544.0,2000.0,2100.0,860.0,1233.0,1233.0,1783.0,1313.0,900.0
615.0,2700.0,1150.0,1350.0,2575.0,2575.0,2300.0,1300.0,2000.0,1357.0,1550.0,971.0,4933.0,1650.0,5222.0,1270.0,2053.0,2273.0,2761.0,939.0,7544.0,7544.0,2000.0,2300.0,827.0,1233.0,1233.0,1837.0,1208.0,850.0
615.0,2725.0,1233.0,1317.0,2967.0,2967.0,2300.0,1350.0,1960.0,1393.0,1567.0,950.0,4825.0,1683.0,5289.0,1308.0,2107.0,2080.0,2783.0,939.0,7807.0,7807.0,2000.0,2400.0,787.0,1189.0,1189.0,1891.0,1208.0,950.0
635.0,3325.0,1450.0,1333.0,2725.0,2725.0,2500.0,1450.0,1800.0,1321.0,1650.0,917.0,4900.0,1688.0,5600.0,1323.0,2107.0,2250.0,2783.0,1015.0,7982.0,7982.0,1900.0,2425.0,813.0,1189.0,1189.0,1891.0,1188.0,975.0
667.0,4050.0,1750.0,1667.0,2767.0,2767.0,2500.0,1767.0,1700.0,1250.0,2367.0,1167.0,5067.0,1717.0,5378.0,1385.0,2267.0,2432.0,3196.0,1045.0,8509.0,8509.0,1800.0,2567.0,813.0,1144.0,1144.0,1891.0,1167.0,1000.0
677.0,4200.0,1750.0,1517.0,2933.0,2933.0,2300.0,1733.0,1600.0,1286.0,2367.0,1021.0,5233.0,1750.0,5222.0,1420.0,2373.0,2318.0,3457.0,1076.0,8509.0,8509.0,1850.0,2767.0,813.0,1178.0,1178.0,1891.0,1071.0,1000.0
750.0,3900.0,1900.0,1592.0,2950.0,2950.0,1620.0,1875.0,1530.0,1357.0,2875.0,1104.0,5067.0,1717.0,5167.0,1517.0,2373.0,2227.0,3196.0,1121.0,8509.0,8509.0,1800.0,2900.0,880.0,1133.0,1133.0,1891.0,1125.0,1000.0
719.0,4150.0,1950.0,1425.0,2867.0,2867.0,1700.0,1933.0,1560.0,1464.0,2900.0,1017.0,4933.0,1650.0,5111.0,1525.0,2347.0,2273.0,3022.0,1197.0,8509.0,8509.0,1800.0,2900.0,880.0,1144.0,1144.0,1891.0,1188.0,1000.0
698.0,4425.0,1850.0,1467.0,2700.0,2700.0,1500.0,2067.0,1500.0,1679.0,2800.0,1042.0,4825.0,1633.0,5067.0,1525.0,2293.0,2193.0,2946.0,1242.0,8509.0,8509.0,1850.0,2933.0,920.0,1178.0,1178.0,1957.0,1222.0,1050.0
677.0,3500.0,1685.0,1450.0,2833.0,2833.0,1560.0,1900.0,1100.0,1554.0,2700.0,1058.0,5067.0,1713.0,5250.0,1494.0,2747.0,2273.0,2935.0,1193.0,8333.0,8333.0,1900.0,2967.0,980.0,1156.0,1156.0,2065.0,1283.0,963.0
677.0,3475.0,1470.0,1458.0,2933.0,2933.0,1620.0,1750.0,1060.0,1500.0,2550.0,1029.0,5400.0,1750.0,5222.0,1509.0,2693.0,2227.0,2913.0,1197.0,8246.0,8246.0,2000.0,2800.0,1120.0,1178.0,1178.0,2022.0,1292.0,888.0
646.0,3325.0,1420.0,1550.0,2733.0,2733.0,1510.0,1700.0,800.0,1464.0,2433.0,1138.0,5233.0,1717.0,5222.0,1478.0,2587.0,2273.0,2935.0,1121.0,8246.0,8246.0,1925.0,2875.0,1080.0,1189.0,1189.0,2022.0,1304.0,875.0
667.0,3900.0,1445.0,1592.0,2967.0,2967.0,1640.0,1600.0,800.0,1500.0,2367.0,1150.0,5075.0,1713.0,5222.0,1298.0,2560.0,2352.0,3043.0,1167.0,8246.0,8246.0,2100.0,2925.0,1120.0,1122.0,1122.0,2043.0,1263.0,875.0
667.0,3750.0,1450.0,1550.0,2933.0,2933.0,1740.0,1500.0,770.0,1393.0,1500.0,1196.0,4925.0,1733.0,5067.0,1256.0,2453.0,2727.0,3120.0,1091.0,8158.0,8158.0,2200.0,2825.0,1133.0,1133.0,1133.0,2098.0,1125.0,925.0
677.0,3625.0,1450.0,1467.0,2867.0,2867.0,1900.0,1425.0,760.0,1500.0,1533.0,1125.0,4600.0,1733.0,5333.0,1254.0,2507.0,2648.0,3116.0,1106.0,8246.0,8246.0,2200.0,2800.0,1187.0,1178.0,1178.0,2130.0,1083.0,900.0
677.0,3950.0,1450.0,1583.0,3100.0,3100.0,1950.0,1350.0,700.0,1464.0,1500.0,1042.0,4425.0,1713.0,5800.0,1216.0,2347.0,2500.0,3087.0,1167.0,8070.0,8070.0,2800.0,2625.0,1140.0,1144.0,1144.0,2130.0,1042.0,900.0
698.0,5100.0,1420.0,1567.0,3075.0,3075.0,2070.0,1325.0,660.0,1500.0,1650.0,1125.0,4433.0,1688.0,6556.0,1208.0,2213.0,2614.0,3120.0,1121.0,8070.0,8070.0,2800.0,2525.0,1080.0,1178.0,1178.0,2065.0,979.0,938.0
708.0,4850.0,1475.0,1550.0,3300.0,3300.0,2100.0,1367.0,660.0,1625.0,1600.0,1104.0,4300.0,1675.0,6444.0,1185.0,2133.0,2591.0,3370.0,1167.0,8070.0,8070.0,2800.0,2500.0,1080.0,1178.0,1178.0,2174.0,958.0,975.0
698.0,4475.0,1450.0,1500.0,3300.0,3300.0,2300.0,1267.0,720.0,1750.0,1650.0,1008.0,4367.0,1688.0,1170.0,1170.0,2187.0,2614.0,3370.0,1121.0,7719.0,7719.0,2900.0,2475.0,1067.0,1144.0,1144.0,2130.0,1000.0,1250.0
729.0,4125.0,1550.0,1550.0,3500.0,3500.0,2300.0,1167.0,780.0,1893.0,1500.0,1000.0,4300.0,1675.0,7444.0,1092.0,2347.0,3409.0,3293.0,1742.0,7456.0,7456.0,2850.0,2425.0,1120.0,1044.0,1044.0,2250.0,896.0,1325.0
667.0,3950.0,1550.0,1458.0,3300.0,3300.0,2200.0,1150.0,800.0,2214.0,1450.0,1042.0,4350.0,1750.0,7667.0,1031.0,2427.0,3523.0,3196.0,1848.0,7193.0,7193.0,2800.0,2350.0,1080.0,1022.0,1022.0,2326.0,875.0,1325.0
719.0,4700.0,1650.0,1433.0,3550.0,3550.0,2350.0,1167.0,800.0,2143.0,1500.0,1042.0,4700.0,1788.0,7222.0,1077.0,2507.0,3523.0,3043.0,1894.0,6667.0,6667.0,2575.0,2500.0,1067.0,1067.0,1067.0,2326.0,813.0,1050.0
750.0,4900.0,1700.0,1367.0,3300.0,3300.0,2500.0,1233.0,840.0,2071.0,1450.0,1083.0,4900.0,1783.0,7111.0,1100.0,2587.0,3295.0,2967.0,2000.0,6404.0,6404.0,2100.0,2575.0,1080.0,1111.0,1111.0,2304.0,863.0,963.0
771.0,4000.0,1750.0,1450.0,3500.0,3500.0,2300.0,1033.0,800.0,2018.0,1450.0,854.0,4933.0,1767.0,6917.0,1085.0,2373.0,3523.0,3022.0,2091.0,6053.0,6053.0,2000.0,2700.0,1013.0,1144.0,1144.0,2174.0,833.0,1000.0
750.0,4875.0,1775.0,1367.0,3433.0,3433.0,2500.0,1150.0,760.0,2071.0,1400.0,958.0,4933.0,1750.0,7000.0,1100.0,2240.0,3523.0,2935.0,2197.0,6140.0,6140.0,1900.0,2775.0,1067.0,1133.0,1133.0,2065.0,863.0,1075.0
771.0,4725.0,1540.0,1433.0,3500.0,3500.0,2370.0,1175.0,760.0,2071.0,1525.0,1000.0,4933.0,1767.0,6556.0,1139.0,2347.0,2841.0,3152.0,1924.0,5789.0,5789.0,1800.0,2900.0,1027.0,1100.0,1100.0,2098.0,792.0,1325.0
802.0,4700.0,1460.0,1450.0,3800.0,3800.0,1900.0,1150.0,750.0,2107.0,1625.0,917.0,5167.0,1733.0,6444.0,1185.0,2373.0,2841.0,3141.0,1848.0,5439.0,5439.0,1800.0,2933.0,1013.0,1044.0,1044.0,1924.0,771.0,1413.0
740.0,4475.0,1550.0,1475.0,3667.0,3667.0,1267.0,1167.0,667.0,2095.0,1600.0,958.0,5067.0,1717.0,1185.0,1185.0,2373.0,2841.0,3152.0,1788.0,5351.0,5351.0,1800.0,1033.0,1033.0,1044.0,1044.0,1913.0,804.0,1375.0
802.0,4525.0,1565.0,1450.0,3075.0,3075.0,1400.0,1233.0,660.0,1964.0,1550.0,1029.0,5067.0,1738.0,5833.0,1139.0,2347.0,2784.0,3072.0,1894.0,5526.0,5526.0,1900.0,2775.0,1067.0,1044.0,1044.0,1957.0,825.0,1413.0
813.0,4900.0,1900.0,1633.0,3850.0,3850.0,1620.0,1275.0,660.0,1911.0,1933.0,1083.0,4933.0,1713.0,5444.0,1131.0,2427.0,3141.0,3141.0,2167.0,5351.0,5351.0,2375.0,2525.0,1067.0,1100.0,1100.0,1924.0,1029.0,1325.0
792.0,4150.0,2300.0,1700.0,3933.0,3933.0,1500.0,1225.0,660.0,2018.0,1867.0,1167.0,4867.0,1688.0,5222.0,1200.0,2560.0,3807.0,3087.0,2136.0,5351.0,5351.0,2775.0,2475.0,1080.0,1133.0,1133.0,1902.0,792.0,1350.0
781.0,4050.0,2275.0,1583.0,3933.0,3933.0,1530.0,1233.0,690.0,2071.0,1900.0,1167.0,4933.0,1750.0,5444.0,1170.0,2667.0,3636.0,3217.0,2121.0,5351.0,5351.0,2900.0,2425.0,1013.0,1100.0,1100.0,1891.0,750.0,1325.0
813.0,3850.0,1550.0,1567.0,3650.0,3650.0,1560.0,1067.0,630.0,1964.0,1800.0,1188.0,4967.0,1717.0,5289.0,1436.0,2853.0,3693.0,3087.0,2197.0,5175.0,5175.0,3150.0,2425.0,967.0,1144.0,1144.0,1989.0,813.0,1250.0
781.0,4175.0,1650.0,1475.0,3950.0,3950.0,1600.0,1033.0,660.0,2071.0,1650.0,1458.0,5250.0,1750.0,5111.0,1730.0,2853.0,3523.0,3072.0,2091.0,5351.0,5351.0,3150.0,2567.0,920.0,1133.0,1133.0,1891.0,875.0,1250.0
771.0,4425.0,1550.0,1367.0,3933.0,3933.0,1600.0,1050.0,640.0,1982.0,1600.0,1396.0,5400.0,1717.0,4556.0,1735.0,2773.0,3523.0,2935.0,2000.0,5351.0,5351.0,3100.0,2700.0,920.0,1178.0,1178.0,1957.0,861.0,1238.0
771.0,4500.0,1550.0,1408.0,3800.0,3800.0,1500.0,1133.0,640.0,2071.0,1733.0,1479.0,5300.0,1717.0,4000.0,1709.0,2773.0,3409.0,3014.0,1848.0,5351.0,5351.0,2900.0,2767.0,987.0,1100.0,1100.0,2076.0,863.0,1125.0
823.0,4825.0,1165.0,1367.0,3933.0,3933.0,1480.0,1033.0,610.0,1893.0,1600.0,1271.0,5400.0,1683.0,3333.0,1727.0,2933.0,3352.0,2899.0,1848.0,5175.0,5175.0,3100.0,2733.0,967.0,1078.0,1078.0,2043.0,604.0,1050.0
854.0,4050.0,950.0,1367.0,3533.0,3533.0,1370.0,1033.0,630.0,1821.0,1500.0,1208.0,5467.0,1650.0,3333.0,1697.0,2933.0,3352.0,2754.0,1848.0,5351.0,5351.0,2925.0,2767.0,953.0,1022.0,1022.0,2022.0,625.0,1038.0
813.0,4325.0,965.0,1408.0,1300.0,1300.0,1300.0,1100.0,600.0,1696.0,1375.0,1250.0,5333.0,1700.0,3222.0,1793.0,2800.0,3295.0,2913.0,1894.0,5439.0,5439.0,3100.0,3000.0,987.0,967.0,967.0,2011.0,750.0,950.0
667.0,3750.0,1150.0,1408.0,2750.0,2750.0,1300.0,1167.0,630.0,1768.0,1250.0,1292.0,5333.0,1633.0,3217.0,1785.0,3040.0,4148.0,2989.0,2000.0,5228.0,5228.0,3050.0,2833.0,987.0,967.0,967.0,1989.0,783.0,875.0
667.0,3933.0,1375.0,1450.0,2900.0,2900.0,1267.0,1233.0,640.0,1738.0,1200.0,1271.0,5400.0,1717.0,3067.0,1852.0,3253.0,4148.0,3072.0,2091.0,5351.0,5351.0,3100.0,2767.0,1013.0,944.0,944.0,1957.0,817.0,888.0
719.0,3750.0,2075.0,1611.0,3050.0,3050.0,1293.0,1300.0,680.0,2095.0,1533.0,1729.0,5600.0,1767.0,4222.0,4545.0,4545.0,4545.0,3217.0,5526.0,5526.0,5526.0,2933.0,2567.0,989.0,989.0,989.0,2022.0,863.0,1083.0
3500.0,3500.0,1550.0,2250.0,2933.0,2933.0,1333.0,1267.0,800.0,1467.0,1467.0,1583.0,4400.0,4400.0,4400.0,4470.0,4470.0,4470.0,3043.0,2727.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,842.0,
1667.0,1667.0,1667.0,2733.0,2733.0,2733.0,1373.0,1500.0,1500.0,1500.0,1500.0,1500.0,3261.0,3261.0,3261.0,3261.0,3261.0,3261.0,3261.0,1986.0,1986.0,1986.0,1986.0,1986.0,1986.0,1986.0,1986.0,1986.0,861.0,
1150.0,1150.0,1150.0,1608.0,2267.0,2267.0,2267.0,1333.0,1333.0,2214.0,1333.0,1563.0,6250.0,5000.0,5000.0,1932.0,4242.0,4242.0,3377.0,5965.0,5965.0,5965.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,1306.0,2083.0
4325.0,4325.0,1100.0,1392.0,2450.0,2450.0,2450.0,1300.0,1400.0,2310.0,1100.0,1354.0,5767.0,5222.0,5222.0,2000.0,3939.0,3939.0,3768.0,2557.0,6404.0,6404.0,2775.0,2500.0,1600.0,1044.0,1044.0,2272.0,1042.0,1750.0
781.0,5000.0,1175.0,1375.0,2867.0,2867.0,2350.0,1367.0,1507.0,2190.0,1167.0,1179.0,5600.0,5222.0,5222.0,2129.0,3493.0,3239.0,3804.0,2348.0,5965.0,5965.0,2575.0,2625.0,1533.0,2203.0,2203.0,2203.0,958.0,1350.0
813.0,4600.0,950.0,1083.0,2280.0,2280.0,2280.0,1367.0,1300.0,2095.0,967.0,1283.0,5767.0,1833.0,5222.0,2015.0,3227.0,2386.0,3804.0,2242.0,6140.0,6140.0,2250.0,2825.0,1413.0,1078.0,1078.0,2203.0,979.0,1288.0
823.0,5075.0,950.0,900.0,3067.0,3067.0,2470.0,1325.0,1320.0,2071.0,850.0,1333.0,5575.0,2150.0,4333.0,1846.0,3040.0,2273.0,3783.0,2197.0,6491.0,6491.0,2175.0,2900.0,1367.0,1111.0,1111.0,2065.0,958.0,1200.0
865.0,5175.0,925.0,967.0,2825.0,2825.0,2300.0,1333.0,1427.0,2232.0,965.0,1208.0,5533.0,2113.0,3444.0,1753.0,2827.0,2136.0,3804.0,1970.0,6754.0,6754.0,2100.0,2933.0,1233.0,1144.0,1144.0,2065.0,750.0,1213.0
854.0,5050.0,725.0,900.0,2900.0,2900.0,2350.0,1433.0,1320.0,2262.0,813.0,1708.0,5433.0,2033.0,4333.0,1869.0,2187.0,1534.0,3837.0,1848.0,7018.0,7018.0,1925.0,2775.0,1213.0,1133.0,1133.0,2174.0,1028.0,1050.0
896.0,4600.0,750.0,833.0,2733.0,2733.0,2200.0,1550.0,1130.0,2190.0,567.0,2104.0,4767.0,1917.0,4111.0,1864.0,2187.0,1648.0,3967.0,1848.0,7281.0,7281.0,1900.0,2650.0,1233.0,1144.0,1144.0,2174.0,863.0,1050.0
906.0,4200.0,750.0,742.0,2375.0,2375.0,2100.0,1600.0,1067.0,2268.0,553.0,2021.0,4767.0,1967.0,4111.0,1916.0,2107.0,1705.0,3967.0,1924.0,7281.0,7281.0,1925.0,2650.0,1233.0,1133.0,1133.0,2203.0,783.0,1050.0
917.0,4850.0,850.0,808.0,2867.0,2867.0,1500.0,1867.0,920.0,2095.0,633.0,2056.0,4667.0,1800.0,3778.0,1616.0,2187.0,1761.0,3174.0,1848.0,6930.0,6930.0,1575.0,2650.0,1167.0,1100.0,1100.0,2130.0,958.0,1125.0
885.0,4425.0,950.0,858.0,2975.0,2975.0,1550.0,1833.0,870.0,2024.0,967.0,1938.0,4567.0,1717.0,4444.0,1585.0,2347.0,1875.0,3228.0,1955.0,7281.0,7281.0,1625.0,2900.0,1153.0,1078.0,1078.0,2152.0,792.0,1188.0
906.0,4400.0,860.0,908.0,2600.0,2600.0,1867.0,1867.0,1000.0,2107.0,900.0,1958.0,4433.0,1700.0,4222.0,1493.0,2427.0,1989.0,3152.0,1955.0,7193.0,7193.0,1550.0,2825.0,1080.0,1044.0,1044.0,2120.0,750.0,1163.0
906.0,5200.0,610.0,850.0,2767.0,2767.0,1650.0,1767.0,1060.0,1964.0,950.0,2125.0,4400.0,1800.0,4444.0,1554.0,2347.0,1705.0,3370.0,2121.0,6930.0,6930.0,1575.0,2900.0,1047.0,1078.0,1078.0,2098.0,896.0,1188.0
917.0,5650.0,535.0,817.0,2933.0,2933.0,1730.0,1900.0,1080.0,1964.0,767.0,2063.0,4300.0,1717.0,4444.0,1677.0,2347.0,1705.0,3228.0,2242.0,6754.0,6754.0,1575.0,3100.0,1080.0,1044.0,1044.0,2174.0,896.0,1200.0
917.0,5700.0,625.0,833.0,2867.0,2867.0,1867.0,1867.0,1130.0,1929.0,800.0,2167.0,4433.0,1713.0,4111.0,1693.0,2133.0,1705.0,3196.0,2242.0,6579.0,6579.0,1575.0,2900.0,1133.0,1022.0,1022.0,2152.0,792.0,1200.0
885.0,5350.0,570.0,792.0,3033.0,3033.0,1800.0,1967.0,1030.0,2107.0,705.0,2146.0,4367.0,1700.0,4333.0,1593.0,2053.0,1648.0,3087.0,2121.0,6667.0,6667.0,1600.0,2800.0,1087.0,1022.0,1022.0,2152.0,992.0,1213.0
917.0,5150.0,550.0,783.0,2775.0,2775.0,1850.0,2067.0,970.0,1893.0,733.0,1583.0,4333.0,1717.0,4222.0,1554.0,1653.0,1307.0,2826.0,2136.0,6228.0,6228.0,1625.0,1133.0,1133.0,1022.0,1022.0,2098.0,917.0,1125.0
917.0,5350.0,500.0,742.0,2900.0,2900.0,1930.0,1967.0,940.0,2018.0,533.0,1438.0,4400.0,1650.0,4444.0,1516.0,1520.0,1284.0,2754.0,2121.0,6491.0,6491.0,1650.0,2900.0,1067.0,1022.0,1022.0,2130.0,958.0,1138.0
917.0,5450.0,530.0,800.0,2467.0,2467.0,2330.0,2067.0,987.0,2143.0,610.0,1604.0,4250.0,1650.0,4267.0,1554.0,1573.0,1250.0,2663.0,2136.0,6754.0,6754.0,2400.0,2825.0,1133.0,1078.0,1078.0,2076.0,971.0,1088.0
865.0,5500.0,500.0,858.0,3000.0,3000.0,2600.0,2133.0,990.0,833.0,833.0,1625.0,4133.0,1583.0,4444.0,1516.0,1467.0,1250.0,2630.0,2121.0,6842.0,6842.0,2575.0,2650.0,1067.0,1044.0,1044.0,2043.0,917.0,1025.0
906.0,5400.0,380.0,825.0,2900.0,2900.0,2450.0,1967.0,960.0,2446.0,787.0,1500.0,4133.0,1617.0,4400.0,1547.0,1573.0,1250.0,2587.0,2000.0,6754.0,6754.0,2575.0,2850.0,1080.0,1078.0,1078.0,2304.0,883.0,975.0
927.0,5300.0,425.0,817.0,2833.0,2833.0,2400.0,2133.0,870.0,2589.0,720.0,1542.0,3933.0,1567.0,5222.0,1531.0,1460.0,1227.0,2717.0,1879.0,7018.0,7018.0,3325.0,2700.0,1120.0,1022.0,1022.0,2304.0,863.0,975.0
885.0,5400.0,315.0,750.0,2933.0,2933.0,2750.0,2300.0,890.0,2768.0,680.0,1625.0,4067.0,1567.0,4889.0,1525.0,1483.0,1261.0,2880.0,1788.0,7281.0,7281.0,3575.0,2550.0,1187.0,978.0,978.0,2587.0,938.0,1000.0
854.0,5100.0,285.0,808.0,3100.0,3100.0,2700.0,2367.0,940.0,2679.0,667.0,1750.0,4233.0,1583.0,4778.0,1478.0,1573.0,1250.0,2967.0,1848.0,7105.0,7105.0,3425.0,2867.0,1233.0,967.0,967.0,2609.0,992.0,1025.0
896.0,5850.0,883.0,883.0,2933.0,2933.0,2800.0,2467.0,1060.0,2857.0,867.0,1708.0,4433.0,1650.0,5667.0,1578.0,1467.0,1273.0,3076.0,1894.0,7281.0,7281.0,2825.0,2825.0,1133.0,1022.0,1022.0,2609.0,1021.0,1000.0
865.0,6150.0,485.0,850.0,3100.0,3100.0,2900.0,2433.0,1020.0,2786.0,1233.0,1792.0,4367.0,1650.0,5778.0,1662.0,1627.0,1284.0,3315.0,1955.0,7193.0,7193.0,4000.0,2900.0,1187.0,989.0,989.0,2793.0,958.0,1050.0
